"spell_name","trait_name"
"Patron's Puppet","Witch"
"Perfected Mind","Cleric"
"Perfected Mind","Concentrate"
"Perfected Mind","Focus"
"Perfected Mind","Uncommon"
"Phase Familiar","Focus"
"Phase Familiar","Hex"
"Phase Familiar","Manipulate"
"Phase Familiar","Uncommon"
"Phase Familiar","Witch"
"Physical Boost","Focus"
"Physical Boost","Transmutation"
"Physical Boost","Uncommon"
"Physical Boost","Wizard"
"Practice Makes Perfect","Focus"
"Practice Makes Perfect","Manipulate"
"Practice Makes Perfect","Uncommon"
"Protective Wards","Aura"
"Protective Wards","Focus"
"Protective Wards","Manipulate"
"Protective Wards","Uncommon"
"Protective Wards","Wizard"
"Protector's Sacrifice","Cleric"
"Protector's Sacrifice","Focus"
"Protector's Sacrifice","Manipulate"
"Protector's Sacrifice","Uncommon"
"Pushing Gust","Air"
"Pushing Gust","Cleric"
"Pushing Gust","Concentrate"
"Pushing Gust","Focus"
"Pushing Gust","Manipulate"
"Pushing Gust","Uncommon"
"Qi Rush","Concentrate"
"Qi Rush","Focus"
"Qi Rush","Monk"
"Qi Rush","Uncommon"
"Read Fate","Cleric"
"Read Fate","Concentrate"
"Read Fate","Focus"
"Read Fate","Manipulate"
"Read Fate","Prediction"
"Read Fate","Uncommon"
"Redact","Focus"
"Redact","Transmutation"
"Rejuvenating Flames","Fire"
"Rejuvenating Flames","Focus"
"Rejuvenating Flames","Healing"
"Rejuvenating Flames","Necromancy"
"Rejuvenating Flames","Sorcerer"
"Rejuvenating Flames","Uncommon"
"Rising Surf","Druid"
"Rising Surf","Focus"
"Rising Surf","Manipulate"
"Rising Surf","Move"
"Rising Surf","Uncommon"
"Rising Surf","Water"
"Savor the Sting","Cleric"
"Savor the Sting","Focus"
"Savor the Sting","Manipulate"
"Savor the Sting","Mental"
"Savor the Sting","Nonlethal"
"Savor the Sting","Uncommon"
"Scholarly Recollection","Cleric"
"Scholarly Recollection","Focus"
"Scholarly Recollection","Fortune"
"Scholarly Recollection","Uncommon"
"Scramble Body","Concentrate"
"Scramble Body","Focus"
"Scramble Body","Manipulate"
"Scramble Body","Uncommon"
"Scramble Body","Wizard"
"Sepulchral Mask","Divination"
"Sepulchral Mask","Emotion"
"Sepulchral Mask","Focus"
"Sepulchral Mask","Mental"
"Sepulchral Mask","Sorcerer"
"Sepulchral Mask","Uncommon"
"Sepulchral Mask","Visual"
"Serrate","Druid"
"Serrate","Focus"
"Serrate","Manipulate"
"Serrate","Metal"
"Serrate","Uncommon"
"Share Burden","Abjuration"
"Share Burden","Focus"
"Share Burden","Mental"
"Shielding Strike","Abjuration"
"Shielding Strike","Focus"
"Shielding Strike","Magus"
"Shielding Strike","Uncommon"
"Shields of the Spirit","Champion"
"Shields of the Spirit","Concentrate"
"Shields of the Spirit","Focus"
"Shields of the Spirit","Sanctified"
"Shields of the Spirit","Spirit"
"Shields of the Spirit","Uncommon"
"Shooting Star","Divination"
"Shooting Star","Focus"
"Shooting Star","Magus"
"Shooting Star","Uncommon"
"Sky Laughs At Waves","Focus"
"Sky Laughs At Waves","Magus"
"Sky Laughs At Waves","Manipulate"
"Sky Laughs At Waves","Uncommon"
"Slime Spit","Concentrate"
"Slime Spit","Focus"
"Slime Spit","Manipulate"
"Slime Spit","Poison"
"Slime Spit","Ranger"
"Slime Spit","Uncommon"
"Snare Hopping","Conjuration"
"Snare Hopping","Focus"
"Snare Hopping","Ranger"
"Snare Hopping","Teleportation"
"Snare Hopping","Uncommon"
"Soothing Words","Cleric"
"Soothing Words","Concentrate"
"Soothing Words","Emotion"
"Soothing Words","Focus"
"Soothing Words","Manipulate"
"Soothing Words","Uncommon"
"Soul Siphon","Focus"
"Soul Siphon","Manipulate"
"Soul Siphon","Oracle"
"Soul Siphon","Uncommon"
"Soul Siphon","Void"
"Spinning Staff","Evocation"
"Spinning Staff","Focus"
"Spinning Staff","Magus"
"Spinning Staff","Uncommon"
"Split the Tongue","Focus"
"Split the Tongue","Transmutation"
"Split the Tongue","Uncommon"
"Spray of Stars","Concentrate"
"Spray of Stars","Fire"
"Spray of Stars","Focus"
"Spray of Stars","Light"
"Spray of Stars","Manipulate"
"Spray of Stars","Oracle"
"Spray of Stars","Uncommon"
"String of Fate","Abjuration"
"String of Fate","Cleric"
"String of Fate","Focus"
"String of Fate","Fortune"
"String of Fate","Rare"
"Stumbling Curse","Curse"
"Stumbling Curse","Focus"
"Stumbling Curse","Hex"
"Stumbling Curse","Transmutation"
"Stumbling Curse","Uncommon"
"Stumbling Curse","Witch"
"Sudden Shift","Cleric"
"Sudden Shift","Focus"
"Sudden Shift","Manipulate"
"Sudden Shift","Uncommon"
"Swarmsense","Divination"
"Swarmsense","Focus"
"Sweet Dream","Auditory"
"Sweet Dream","Cleric"
"Sweet Dream","Concentrate"
"Sweet Dream","Focus"
"Sweet Dream","Linguistic"
"Sweet Dream","Manipulate"
"Sweet Dream","Mental"
"Sweet Dream","Sleep"
"Sweet Dream","Uncommon"
"Tempest Surge","Air"
"Tempest Surge","Concentrate"
"Tempest Surge","Druid"
"Tempest Surge","Electricity"
"Tempest Surge","Focus"
"Tempest Surge","Manipulate"
"Tempest Surge","Uncommon"
"Tempest Touch","Cold"
"Tempest Touch","Focus"
"Tempest Touch","Manipulate"
"Tempest Touch","Oracle"
"Tempest Touch","Uncommon"
"Tempest Touch","Water"
"Temporal Distortion","Cursebound"
"Temporal Distortion","Focus"
"Temporal Distortion","Oracle"
"Temporal Distortion","Transmutation"
"Temporal Distortion","Uncommon"
"Tentacular Limbs","Focus"
"Tentacular Limbs","Manipulate"
"Tentacular Limbs","Morph"
"Tentacular Limbs","Sorcerer"
"Tentacular Limbs","Uncommon"
"Thunderous Strike","Evocation"
"Thunderous Strike","Focus"
"Thunderous Strike","Magus"
"Thunderous Strike","Sonic"
"Thunderous Strike","Uncommon"
"Tidal Surge","Cleric"
"Tidal Surge","Focus"
"Tidal Surge","Manipulate"
"Tidal Surge","Uncommon"
"Tidal Surge","Water"
"Touch of Obedience","Cleric"
"Touch of Obedience","Focus"
"Touch of Obedience","Manipulate"
"Touch of Obedience","Mental"
"Touch of Obedience","Uncommon"
"Touch of the Void","Champion"
"Touch of the Void","Focus"
"Touch of the Void","Manipulate"
"Touch of the Void","Uncommon"
"Touch of the Void","Void"
"Touch of Undeath","Cleric"
"Touch of Undeath","Focus"
"Touch of Undeath","Manipulate"
"Touch of Undeath","Uncommon"
"Touch of Undeath","Void"
"Undeath's Blessing","Focus"
"Undeath's Blessing","Manipulate"
"Undeath's Blessing","Sorcerer"
"Undeath's Blessing","Uncommon"
"Undeath's Blessing","Void"
"Unfetter Eidolon","Abjuration"
"Unfetter Eidolon","Focus"
"Unfetter Eidolon","Summoner"
"Unfetter Eidolon","Uncommon"
"Unimpeded Stride","Cleric"
"Unimpeded Stride","Focus"
"Unimpeded Stride","Manipulate"
"Unimpeded Stride","Uncommon"
"Unraveling Blast","Divination"
"Unraveling Blast","Focus"
"Unraveling Blast","Sorcerer"
"Unraveling Blast","Uncommon"
"Untamed Form","Concentrate"
"Untamed Form","Druid"
"Untamed Form","Focus"
"Untamed Form","Manipulate"
"Untamed Form","Polymorph"
"Untamed Form","Uncommon"
"Untamed Shift","Concentrate"
"Untamed Shift","Druid"
"Untamed Shift","Focus"
"Untamed Shift","Manipulate"
"Untamed Shift","Morph"
"Untamed Shift","Uncommon"
"Updraft","Air"
"Updraft","Concentrate"
"Updraft","Druid"
"Updraft","Focus"
"Updraft","Manipulate"
"Updraft","Uncommon"
"Veil of Confidence","Cleric"
"Veil of Confidence","Concentrate"
"Veil of Confidence","Focus"
"Veil of Confidence","Mental"
"Veil of Confidence","Uncommon"
"Veil of Dreams","Focus"
"Veil of Dreams","Hex"
"Veil of Dreams","Manipulate"
"Veil of Dreams","Mental"
"Veil of Dreams","Uncommon"
"Veil of Dreams","Witch"
"Vibrant Thorns","Cleric"
"Vibrant Thorns","Focus"
"Vibrant Thorns","Manipulate"
"Vibrant Thorns","Morph"
"Vibrant Thorns","Plant"
"Vibrant Thorns","Uncommon"
"Vibrant Thorns","Wood"
"Victory Cry","Cleric"
"Victory Cry","Evocation"
"Victory Cry","Focus"
"Victory Cry","Rare"
"Victory Cry","Sonic"
"Waking Nightmare","Cleric"
"Waking Nightmare","Concentrate"
"Waking Nightmare","Emotion"
"Waking Nightmare","Fear"
"Waking Nightmare","Focus"
"Waking Nightmare","Manipulate"
"Waking Nightmare","Mental"
"Waking Nightmare","Uncommon"
"Warped Terrain","Focus"
"Warped Terrain","Illusion"
"Warped Terrain","Uncommon"
"Warped Terrain","Visual"
"Warped Terrain","Wizard"
"Weapon Surge","Cleric"
"Weapon Surge","Focus"
"Weapon Surge","Manipulate"
"Weapon Surge","Sanctified"
"Weapon Surge","Uncommon"
"Weapon Trance","Concentrate"
"Weapon Trance","Focus"
"Weapon Trance","Oracle"
"Weapon Trance","Uncommon"
"Whispering Quiet","Cleric"
"Whispering Quiet","Focus"
"Whispering Quiet","Manipulate"
"Whispering Quiet","Sonic"
"Whispering Quiet","Uncommon"
"Wildfire","Concentrate"
"Wildfire","Druid"
"Wildfire","Fire"
"Wildfire","Focus"
"Wildfire","Manipulate"
"Wildfire","Uncommon"
"Winter Bolt","Attack"
"Winter Bolt","Cold"
"Winter Bolt","Evocation"
"Winter Bolt","Focus"
"Withering Grasp","Focus"
"Withering Grasp","Necromancy"
"Withering Grasp","Negative"
"Word of Truth","Cleric"
"Word of Truth","Concentrate"
"Word of Truth","Focus"
"Word of Truth","Uncommon"
"Zenith Star","Divination"
"Zenith Star","Focus"
"Zenith Star","Light"
"Animal Feature","Concentrate"
"Animal Feature","Focus"
"Animal Feature","Manipulate"
"Animal Feature","Morph"
"Animal Feature","Ranger"
"Animal Feature","Uncommon"
"Canopy Crawler","Concentrate"
"Canopy Crawler","Focus"
"Canopy Crawler","Manipulate"
"Canopy Crawler","Morph"
"Canopy Crawler","Ranger"
"Canopy Crawler","Uncommon"
"Enlarge Companion","Concentrate"
"Enlarge Companion","Focus"
"Enlarge Companion","Manipulate"
"Enlarge Companion","Polymorph"
"Enlarge Companion","Ranger"
"Enlarge Companion","Uncommon"
"Harmonize Self","Concentrate"
"Harmonize Self","Focus"
"Harmonize Self","Healing"
"Harmonize Self","Monk"
"Harmonize Self","Uncommon"
"Harmonize Self","Vitality"
"Hunter's Luck","Concentrate"
"Hunter's Luck","Focus"
"Hunter's Luck","Fortune"
"Hunter's Luck","Ranger"
"Hunter's Luck","Uncommon"
"Imitate Fauna","Concentrate"
"Imitate Fauna","Focus"
"Imitate Fauna","Illusion"
"Imitate Fauna","Manipulate"
"Imitate Fauna","Ranger"
"Imitate Fauna","Uncommon"
"Invoke the Crimson Oath","Evocation"
"Invoke the Crimson Oath","Focus"
"Invoke the Crimson Oath","Uncommon"
"Lifelink Surge","Focus"
"Lifelink Surge","Healing"
"Lifelink Surge","Necromancy"
"Lifelink Surge","Positive"
"Lifelink Surge","Summoner"
"Lifelink Surge","Uncommon"
"Light of Revelation","Champion"
"Light of Revelation","Divination"
"Light of Revelation","Focus"
"Light of Revelation","Light"
"Light of Revelation","Revelation"
"Light of Revelation","Uncommon"
"Luminous Stardust Healing","Concentrate"
"Luminous Stardust Healing","Focus"
"Luminous Stardust Healing","Healing"
"Luminous Stardust Healing","Manipulate"
"Luminous Stardust Healing","Rare"
"Luminous Stardust Healing","Spirit"
"Magic Warrior Aspect","Focus"
"Magic Warrior Aspect","Morph"
"Magic Warrior Aspect","Transmutation"
"Magic Warrior Aspect","Uncommon"
"Magic Warrior Transformation","Focus"
"Magic Warrior Transformation","Polymorph"
"Magic Warrior Transformation","Transmutation"
"Magic Warrior Transformation","Uncommon"
"Perfect Strike","Divination"
"Perfect Strike","Focus"
"Perfect Strike","Fortune"
"Perfect Strike","Uncommon"
"Shining Starlight Attack","Concentrate"
"Shining Starlight Attack","Focus"
"Shining Starlight Attack","Manipulate"
"Shining Starlight Attack","Rare"
"Soothing Mist","Concentrate"
"Soothing Mist","Focus"
"Soothing Mist","Healing"
"Soothing Mist","Manipulate"
"Soothing Mist","Ranger"
"Soothing Mist","Uncommon"
"Soothing Mist","Vitality"
"Spirit of the Beast","Concentrate"
"Spirit of the Beast","Flourish"
"Spirit of the Beast","Focus"
"Spirit of the Beast","Morph"
"Spirit of the Beast","Primal"
"Spirit of the Beast","Uncommon"
"Sun Blade","Evocation"
"Sun Blade","Fire"
"Sun Blade","Focus"
"Sun Blade","Light"
"Sun Blade","Positive"
"Sun Blade","Uncommon"
"Vision of Weakness","Cursebound"
"Vision of Weakness","Divination"
"Vision of Weakness","Focus"
"Vision of Weakness","Oracle"
"Vision of Weakness","Uncommon"
"Aberrant Whispers","Auditory"
"Aberrant Whispers","Concentrate"
"Aberrant Whispers","Focus"
"Aberrant Whispers","Mental"
"Aberrant Whispers","Sorcerer"
"Aberrant Whispers","Uncommon"
"Access Lore","Focus"
"Access Lore","Fortune"
"Access Lore","Manipulate"
"Access Lore","Oracle"
"Access Lore","Uncommon"
"Ancestral Defense","Focus"
"Ancestral Defense","Fortune"
"Ancestral Defense","Manipulate"
"Ancestral Defense","Mental"
"Ancestral Defense","Oracle"
"Ancestral Defense","Uncommon"
"Angelic Wings","Concentrate"
"Angelic Wings","Focus"
"Angelic Wings","Light"
"Angelic Wings","Manipulate"
"Angelic Wings","Sorcerer"
"Angelic Wings","Uncommon"
"Armor of Bones","Focus"
"Armor of Bones","Manipulate"
"Armor of Bones","Oracle"
"Armor of Bones","Uncommon"
"Battlefield Persistence","Concentrate"
"Battlefield Persistence","Focus"
"Battlefield Persistence","Oracle"
"Battlefield Persistence","Uncommon"
"Beastmaster Trance","Archetype"
"Beastmaster Trance","Concentrate"
"Beastmaster Trance","Focus"
"Beastmaster Trance","Manipulate"
"Beastmaster Trance","Mental"
"Beastmaster Trance","Uncommon"
"Blinding Beauty","Emotion"
"Blinding Beauty","Enchantment"
"Blinding Beauty","Focus"
"Blinding Beauty","Incapacitation"
"Blinding Beauty","Sorcerer"
"Blinding Beauty","Uncommon"
"Blinding Beauty","Visual"
"Blood in the Water","Concentrate"
"Blood in the Water","Focus"
"Blood in the Water","Hex"
"Blood in the Water","Manipulate"
"Blood in the Water","Spirit"
"Blood in the Water","Uncommon"
"Blood in the Water","Witch"
"Cascade Countermeasure","Abjuration"
"Cascade Countermeasure","Focus"
"Cascade Countermeasure","Magus"
"Cascade Countermeasure","Uncommon"
"Combustion","Concentrate"
"Combustion","Druid"
"Combustion","Fire"
"Combustion","Focus"
"Combustion","Manipulate"
"Combustion","Uncommon"
"Deceiver's Cloak","Concentrate"
"Deceiver's Cloak","Focus"
"Deceiver's Cloak","Hex"
"Deceiver's Cloak","Illusion"
"Deceiver's Cloak","Manipulate"
"Deceiver's Cloak","Uncommon"
"Deceiver's Cloak","Witch"
"Delay Affliction","Concentrate"
"Delay Affliction","Focus"
"Delay Affliction","Healing"
"Delay Affliction","Manipulate"
"Delay Affliction","Oracle"
"Delay Affliction","Uncommon"
"Delay Affliction","Vitality"
"Dragon Breath","Concentrate"
"Dragon Breath","Focus"
"Dragon Breath","Manipulate"
"Dragon Breath","Sorcerer"
"Dragon Breath","Uncommon"
"Drain Life","Focus"
"Drain Life","Manipulate"
"Drain Life","Sorcerer"
"Drain Life","Uncommon"
"Drain Life","Void"
"Eidolon's Wrath","Eidolon"
"Eidolon's Wrath","Evocation"
"Eidolon's Wrath","Focus"
"Eidolon's Wrath","Summoner"
"Eidolon's Wrath","Uncommon"
"Electrified Crystal Ward","Electricity"
"Electrified Crystal Ward","Evocation"
"Electrified Crystal Ward","Focus"
"Electrified Crystal Ward","Rare"
"Elemental Motion","Concentrate"
"Elemental Motion","Focus"
"Elemental Motion","Manipulate"
"Elemental Motion","Sorcerer"
"Elemental Motion","Uncommon"
"Embrace the Pit","Concentrate"
"Embrace the Pit","Focus"
"Embrace the Pit","Morph"
"Embrace the Pit","Sorcerer"
"Embrace the Pit","Uncommon"
"Ephemeral Tracking","Concentrate"
"Ephemeral Tracking","Focus"
"Ephemeral Tracking","Manipulate"
"Ephemeral Tracking","Ranger"
"Ephemeral Tracking","Uncommon"
"Extend Blood Magic","Concentrate"
"Extend Blood Magic","Focus"
"Extend Blood Magic","Sorcerer"
"Extend Blood Magic","Spellshape"
"Extend Blood Magic","Uncommon"
"Extend Spell","Divination"
"Extend Spell","Focus"
"Extend Spell","Metamagic"
"Extend Spell","Sorcerer"
"Extend Spell","Uncommon"
"Eyes of the Dead","Divination"
"Eyes of the Dead","Focus"
"Eyes of the Dead","Mental"
"Eyes of the Dead","Uncommon"
"Fey Disappearance","Focus"
"Fey Disappearance","Manipulate"
"Fey Disappearance","Sorcerer"
"Fey Disappearance","Uncommon"
"Heart's Desire","Emotion"
"Heart's Desire","Focus"
"Heart's Desire","Illusion"
"Heart's Desire","Mental"
"Heart's Desire","Sorcerer"
"Heart's Desire","Uncommon"
"Horrific Visage","Concentrate"
"Horrific Visage","Emotion"
"Horrific Visage","Fear"
"Horrific Visage","Focus"
"Horrific Visage","Illusion"
"Horrific Visage","Manipulate"
"Horrific Visage","Mental"
"Horrific Visage","Sorcerer"
"Horrific Visage","Uncommon"
"Horrific Visage","Visual"
"Incendiary Ashes","Cursebound"
"Incendiary Ashes","Evocation"
"Incendiary Ashes","Fire"
"Incendiary Ashes","Focus"
"Incendiary Ashes","Oracle"
"Incendiary Ashes","Uncommon"
"Inscrutable Mask","Focus"
"Inscrutable Mask","Illusion"
"Inscrutable Mask","Shadow"
"Inscrutable Mask","Uncommon"
"Interstellar Void","Cold"
"Interstellar Void","Concentrate"
"Interstellar Void","Focus"
"Interstellar Void","Manipulate"
"Interstellar Void","Oracle"
"Interstellar Void","Uncommon"
"Invoke the Harrow","Divination"
"Invoke the Harrow","Focus"
"Invoke the Harrow","Sorcerer"
"Invoke the Harrow","Uncommon"
"Ki Cutting Sight","Divination"
"Ki Cutting Sight","Focus"
"Ki Cutting Sight","Monk"
"Ki Cutting Sight","Rare"
"Litany Against Wrath","Champion"
"Litany Against Wrath","Evocation"
"Litany Against Wrath","Focus"
"Litany Against Wrath","Good"
"Litany Against Wrath","Litany"
"Litany Against Wrath","Uncommon"
"Malicious Shadow","Concentrate"
"Malicious Shadow","Focus"
"Malicious Shadow","Hex"
"Malicious Shadow","Manipulate"
"Malicious Shadow","Shadow"
"Malicious Shadow","Uncommon"
"Malicious Shadow","Witch"
"Mycological Malady","Concentrate"
"Mycological Malady","Disease"
"Mycological Malady","Focus"
"Mycological Malady","Hex"
"Mycological Malady","Manipulate"
"Mycological Malady","Uncommon"
"Mycological Malady","Witch"
"Personal Blizzard","Cold"
"Personal Blizzard","Focus"
"Personal Blizzard","Hex"
"Personal Blizzard","Uncommon"
"Personal Blizzard","Witch"
"Powerful Inhalation","Air"
"Powerful Inhalation","Concentrate"
"Powerful Inhalation","Druid"
"Powerful Inhalation","Focus"
"Powerful Inhalation","Manipulate"
"Powerful Inhalation","Uncommon"
"Pulverizing Cascade","Concentrate"
"Pulverizing Cascade","Druid"
"Pulverizing Cascade","Focus"
"Pulverizing Cascade","Manipulate"
"Pulverizing Cascade","Uncommon"
"Pulverizing Cascade","Water"
"Qi Blast","Concentrate"
"Qi Blast","Focus"
"Qi Blast","Force"
"Qi Blast","Manipulate"
"Qi Blast","Monk"
"Qi Blast","Uncommon"
"Ranger's Bramble","Concentrate"
"Ranger's Bramble","Focus"
"Ranger's Bramble","Manipulate"
"Ranger's Bramble","Plant"
"Ranger's Bramble","Ranger"
"Ranger's Bramble","Uncommon"
"Return the Favor","Focus"
"Return the Favor","Hex"
"Return the Favor","Necromancy"
"Return the Favor","Rare"
"Return the Favor","Witch"
"Sheltering Wings","Focus"
"Sheltering Wings","Hex"
"Sheltering Wings","Manipulate"
"Sheltering Wings","Uncommon"
"Sheltering Wings","Witch"
"Shrink the Span","Focus"
"Shrink the Span","Manipulate"
"Shrink the Span","Monk"
"Shrink the Span","Teleportation"
"Shrink the Span","Uncommon"
"Shroud of Flame","Evocation"
"Shroud of Flame","Fire"
"Shroud of Flame","Focus"
"Shroud of Flame","Sorcerer"
"Shroud of Flame","Uncommon"
"Spirit Veil","Focus"
"Spirit Veil","Illusion"
"Spirit Veil","Sorcerer"
"Spirit Veil","Uncommon"
"Steal Shadow","Focus"
"Steal Shadow","Necromancy"
"Steal Shadow","Shadow"
"Steal Shadow","Sorcerer"
"Steal Shadow","Uncommon"
"Stone Lance","Attack"
"Stone Lance","Concentrate"
"Stone Lance","Druid"
"Stone Lance","Earth"
"Stone Lance","Focus"
"Stone Lance","Manipulate"
"Stone Lance","Uncommon"
"Subjugate Undead","Focus"
"Subjugate Undead","Mental"
"Subjugate Undead","Necromancy"
"Subjugate Undead","Uncommon"
"Sun's Fury","Evocation"
"Sun's Fury","Fire"
"Sun's Fury","Focus"
"Sun's Fury","Good"
"Sun's Fury","Uncommon"
"Swamp of Sloth","Concentrate"
"Swamp of Sloth","Focus"
"Swamp of Sloth","Manipulate"
"Swamp of Sloth","Olfactory"
"Swamp of Sloth","Sorcerer"
"Swamp of Sloth","Uncommon"
"Threatening Mimicry","Concentrate"
"Threatening Mimicry","Emotion"
"Threatening Mimicry","Fear"
"Threatening Mimicry","Focus"
"Threatening Mimicry","Illusion"
"Threatening Mimicry","Manipulate"
"Threatening Mimicry","Mental"
"Threatening Mimicry","Ranger"
"Threatening Mimicry","Uncommon"
"Thunderburst","Air"
"Thunderburst","Concentrate"
"Thunderburst","Focus"
"Thunderburst","Manipulate"
"Thunderburst","Oracle"
"Thunderburst","Sonic"
"Thunderburst","Uncommon"
"Time Skip","Cursebound"
"Time Skip","Focus"
"Time Skip","Oracle"
"Time Skip","Transmutation"
"Time Skip","Uncommon"
"Unblinking Flame Revelation","Abjuration"
"Unblinking Flame Revelation","Focus"
"Unblinking Flame Revelation","Uncommon"
"Unbreaking Wave Advance","Evocation"
"Unbreaking Wave Advance","Focus"
"Unbreaking Wave Advance","Uncommon"
"Unbreaking Wave Advance","Water"
"Unfolding Wind Rush","Evocation"
"Unfolding Wind Rush","Focus"
"Unfolding Wind Rush","Uncommon"
"Untwisting Iron Buffer","Abjuration"
"Untwisting Iron Buffer","Focus"
"Untwisting Iron Buffer","Uncommon"
"Warning Stripes","Concentrate"
"Warning Stripes","Focus"
"Warning Stripes","Morph"
"Warning Stripes","Poison"
"Warning Stripes","Ranger"
"Warning Stripes","Uncommon"
"Whirling Flames","Fire"
"Whirling Flames","Focus"
"Whirling Flames","Manipulate"
"Whirling Flames","Oracle"
"Whirling Flames","Uncommon"
"Achaekek's Clutch","Concentrate"
"Achaekek's Clutch","Curse"
"Achaekek's Clutch","Death"
"Achaekek's Clutch","Focus"
"Achaekek's Clutch","Manipulate"
"Achaekek's Clutch","Rare"
"Adaptive Ablation","Abjuration"
"Adaptive Ablation","Focus"
"Artistic Flourish","Cleric"
"Artistic Flourish","Concentrate"
"Artistic Flourish","Focus"
"Artistic Flourish","Manipulate"
"Artistic Flourish","Uncommon"
"Asterism","Evocation"
"Asterism","Focus"
"Asterism","Light"
"Bottle the Storm","Electricity"
"Bottle the Storm","Evocation"
"Bottle the Storm","Focus"
"Captivating Adoration","Aura"
"Captivating Adoration","Cleric"
"Captivating Adoration","Concentrate"
"Captivating Adoration","Emotion"
"Captivating Adoration","Focus"
"Captivating Adoration","Manipulate"
"Captivating Adoration","Mental"
"Captivating Adoration","Uncommon"
"Captivating Adoration","Visual"
"Clinging Shadows Stance","Focus"
"Clinging Shadows Stance","Manipulate"
"Clinging Shadows Stance","Monk"
"Clinging Shadows Stance","Shadow"
"Clinging Shadows Stance","Stance"
"Clinging Shadows Stance","Uncommon"
"Commanding Lash","Cleric"
"Commanding Lash","Concentrate"
"Commanding Lash","Focus"
"Commanding Lash","Linguistic"
"Commanding Lash","Manipulate"
"Commanding Lash","Mental"
"Commanding Lash","Uncommon"
"Community Restoration","Concentrate"
"Community Restoration","Focus"
"Community Restoration","Healing"
"Community Restoration","Uncommon"
"Community Restoration","Wizard"
"Competitive Edge","Cleric"
"Competitive Edge","Concentrate"
"Competitive Edge","Emotion"
"Competitive Edge","Focus"
"Competitive Edge","Mental"
"Competitive Edge","Uncommon"
"Confront Selves","Focus"
"Confront Selves","Illusion"
"Confront Selves","Mental"
"Confront Selves","Uncommon"
"Darkened Sight","Cleric"
"Darkened Sight","Concentrate"
"Darkened Sight","Darkness"
"Darkened Sight","Focus"
"Darkened Sight","Manipulate"
"Darkened Sight","Uncommon"
"Debilitating Dichotomy","Cursebound"
"Debilitating Dichotomy","Evocation"
"Debilitating Dichotomy","Focus"
"Debilitating Dichotomy","Mental"
"Debilitating Dichotomy","Oracle"
"Debilitating Dichotomy","Uncommon"
"Delusional Pride","Cleric"
"Delusional Pride","Concentrate"
"Delusional Pride","Emotion"
"Delusional Pride","Focus"
"Delusional Pride","Manipulate"
"Delusional Pride","Mental"
"Delusional Pride","Uncommon"
"Destructive Aura","Aura"
"Destructive Aura","Cleric"
"Destructive Aura","Concentrate"
"Destructive Aura","Focus"
"Destructive Aura","Manipulate"
"Destructive Aura","Uncommon"
"Diamond Dust","Cold"
"Diamond Dust","Evocation"
"Diamond Dust","Focus"
"Dimensional Steps","Conjuration"
"Dimensional Steps","Focus"
"Dimensional Steps","Teleportation"
"Dimensional Steps","Uncommon"
"Dimensional Steps","Wizard"
"Disperse into Air","Air"
"Disperse into Air","Cleric"
"Disperse into Air","Focus"
"Disperse into Air","Manipulate"
"Disperse into Air","Polymorph"
"Disperse into Air","Uncommon"
"Door to Beyond","Conjuration"
"Door to Beyond","Focus"
"Downpour","Cleric"
"Downpour","Concentrate"
"Downpour","Focus"
"Downpour","Manipulate"
"Downpour","Uncommon"
"Downpour","Water"
"Dread Aura","Aura"
"Dread Aura","Emotion"
"Dread Aura","Enchantment"
"Dread Aura","Fear"
"Dread Aura","Focus"
"Dread Aura","Mental"
"Dread Aura","Uncommon"
"Dread Aura","Wizard"
"Dreamer's Call","Cleric"
"Dreamer's Call","Concentrate"
"Dreamer's Call","Focus"
"Dreamer's Call","Illusion"
"Dreamer's Call","Incapacitation"
"Dreamer's Call","Manipulate"
"Dreamer's Call","Mental"
"Dreamer's Call","Uncommon"
"Dust Storm","Air"
"Dust Storm","Conjuration"
"Dust Storm","Focus"
"Dust Storm","Nonlethal"
"Dutiful Challenge","Abjuration"
"Dutiful Challenge","Focus"
"Ectoplasmic Interstice","Focus"
"Ectoplasmic Interstice","Necromancy"
"Elemental Tempest","Evocation"
"Elemental Tempest","Focus"
"Elemental Tempest","Metamagic"
"Elemental Tempest","Uncommon"
"Elemental Tempest","Wizard"
"Enduring Might","Cleric"
"Enduring Might","Focus"
"Enduring Might","Manipulate"
"Enduring Might","Uncommon"
"Energy Absorption","Focus"
"Energy Absorption","Uncommon"
"Energy Absorption","Wizard"
"Ephemeral Hazards","Focus"
"Ephemeral Hazards","Illusion"
"Ephemeral Hazards","Mental"
"Ephemeral Hazards","Visual"
"Eradicate Undeath","Cleric"
"Eradicate Undeath","Concentrate"
"Eradicate Undeath","Focus"
"Eradicate Undeath","Manipulate"
"Eradicate Undeath","Uncommon"
"Eradicate Undeath","Vitality"
"Euphoric Renewal","Cleric"
"Euphoric Renewal","Focus"
"Euphoric Renewal","Necromancy"
"Euphoric Renewal","Rare"
"Fallow Field","Focus"
"Fallow Field","Necromancy"
"Fallow Field","Negative"
"Familiar Form","Focus"
"Familiar Form","Polymorph"
"Familiar Form","Transmutation"
"Familiar Form","Uncommon"
"Fearful Feast","Fear"
"Fearful Feast","Focus"
"Fearful Feast","Mental"
"Fearful Feast","Necromancy"
"Fearful Feast","Uncommon"
"Flame Barrier","Cleric"
"Flame Barrier","Concentrate"
